"Per capita real GDP by Metropolitan Area (chained 2005 dollars)"
"" 
"Bureau of Economic Analysis" 
"All industry total"
"41860","San Francisco-Oakland-Fremont, CA (MSA)",69089
"41940","San Jose-Sunnyvale-Santa Clara, CA (MSA)",94587
"42020","San Luis Obispo-Paso Robles, CA (MSA)",34149
"42060","Santa Barbara-Santa Maria-Goleta, CA (MSA)",41851
"42100","Santa Cruz-Watsonville, CA (MSA)",30928
"42140","Santa Fe, NM (MSA)",37797
"42220","Santa Rosa-Petaluma, CA (MSA)",37019
"42340","Savannah, GA (MSA)",32512
"42540","Scranton-Wilkes-Barre, PA (MSA)",30538
"42660","Seattle-Tacoma-Bellevue, WA (MSA)",60969
"42680","Sebastian-Vero Beach, FL (MSA)",25492
"43100","Sheboygan, WI (MSA)",39461
"43300","Sherman-Denison, TX (MSA)",27375
"43340","Shreveport-Bossier City, LA (MSA)",48132
"43580","Sioux City, IA-NE-SD (MSA)",37024
"43620","Sioux Falls, SD (MSA)",60121
"43780","South Bend-Mishawaka, IN-MI (MSA)",34741
"43900","Spartanburg, SC (MSA)",31991
"44060","Spokane, WA (MSA)",34387
"44100","Springfield, IL (MSA)",40355
"44140","Springfield, MA (MSA)",29046
"44180","Springfield, MO (MSA)",30406
"44220","Springfield, OH (MSA)",22415
"44300","State College, PA (MSA)",35455
"44600","Steubenville-Weirton, OH-WV (MSA)",22835
"44700","Stockton, CA (MSA)",24218
"44940","Sumter, SC (MSA)",25861
"45060","Syracuse, NY (MSA)",35865
"45220","Tallahassee, FL (MSA)",31424
"45300","Tampa-St. Petersburg-Clearwater, FL (MSA)",36270
"45460","Terre Haute, IN (MSA)",28814
"45500","Texarkana, TX-Texarkana, AR (MSA)",29407
"45780","Toledo, OH (MSA)",36814
"45820","Topeka, KS (MSA)",34621
"45940","Trenton-Ewing, NJ (MSA)",63750
"46060","Tucson, AZ (MSA)",28356
"46140","Tulsa, OK (MSA)",42944
"46220","Tuscaloosa, AL (MSA)",33465
"46340","Tyler, TX (MSA)",38740
"46540","Utica-Rome, NY (MSA)",26861
"46660","Valdosta, GA (MSA)",26515
"46700","Vallejo-Fairfield, CA (MSA)",29139
"47020","Victoria, TX (MSA)",44185
"47220","Vineland-Millville-Bridgeton, NJ (MSA)",27839
"47260","Virginia Beach-Norfolk-Newport News, VA-NC (MSA)",41714
"47300","Visalia-Porterville, CA (MSA)",21992
"47380","Waco, TX (MSA)",32327
"47580","Warner Robins, GA (MSA)",33596
"47900","Washington-Arlington-Alexandria, DC-VA-MD-WV (MSA)",66746
"47940","Waterloo-Cedar Falls, IA (MSA)",43996
"48140","Wausau, WI (MSA)",37717
"48300","Wenatchee-East Wenatchee, WA (MSA)",27631
"48540","Wheeling, WV-OH (MSA)",31992
"48620","Wichita, KS (MSA)",38167
"48660","Wichita Falls, TX (MSA)",34061
"48700","Williamsport, PA (MSA)",30927
"48900","Wilmington, NC (MSA)",33905
"49020","Winchester, VA-WV (MSA)",34941
"49180","Winston-Salem, NC (MSA)",41936
"49340","Worcester, MA (MSA)",33491
"49420","Yakima, WA (MSA)",26039
"49620","York-Hanover, PA (MSA)",30445
"49660","Youngstown-Warren-Boardman, OH-PA (MSA)",26148
"49700","Yuba City, CA (MSA)",23632
"49740","Yuma, AZ (MSA)",21966
"Legend / Footnotes:"
"Note-- NAICS Industry detail is based on the 2002 North American Industry Classification System (NAICS)."
"Note-- Per capita real GDP statistics for 2001-2011 reflect Census Bureau mid-year population estimates available as of April 2012."
"Last updated: February 22, 2013"
