"Real GDP by Metropolitan Area (millions of chained 2005 dollars)"
"" 
"Bureau of Economic Analysis" 
"All industry total"
"45060","Syracuse, NY (MSA)",23762
"45220","Tallahassee, FL (MSA)",11619
"45300","Tampa-St. Petersburg-Clearwater, FL (MSA)",102454
"45460","Terre Haute, IN (MSA)",4975
"45500","Texarkana, TX-Texarkana, AR (MSA)",4016
"45780","Toledo, OH (MSA)",23939
"45820","Topeka, KS (MSA)",8124
"45940","Trenton-Ewing, NJ (MSA)",23400
"46060","Tucson, AZ (MSA)",28060
"46140","Tulsa, OK (MSA)",40666
"46220","Tuscaloosa, AL (MSA)",7414
"46340","Tyler, TX (MSA)",8266
"46540","Utica-Rome, NY (MSA)",8017
"46660","Valdosta, GA (MSA)",3773
"46700","Vallejo-Fairfield, CA (MSA)",12136
"47020","Victoria, TX (MSA)",5136
"47220","Vineland-Millville-Bridgeton, NJ (MSA)",4373
"47260","Virginia Beach-Norfolk-Newport News, VA-NC (MSA)",70075
"47300","Visalia-Porterville, CA (MSA)",9880
"47380","Waco, TX (MSA)",7712
"47580","Warner Robins, GA (MSA)",4835
"47900","Washington-Arlington-Alexandria, DC-VA-MD-WV (MSA)",380714
"47940","Waterloo-Cedar Falls, IA (MSA)",7404
"48140","Wausau, WI (MSA)",5069
"48300","Wenatchee-East Wenatchee, WA (MSA)",3107
"48540","Wheeling, WV-OH (MSA)",4709
"48620","Wichita, KS (MSA)",23875
"48660","Wichita Falls, TX (MSA)",5118
"48700","Williamsport, PA (MSA)",3611
"48900","Wilmington, NC (MSA)",12534
"49020","Winchester, VA-WV (MSA)",4545
"49180","Winston-Salem, NC (MSA)",20214
"49340","Worcester, MA (MSA)",26834
"49420","Yakima, WA (MSA)",6435
"49620","York-Hanover, PA (MSA)",13297
"49660","Youngstown-Warren-Boardman, OH-PA (MSA)",14714
"49700","Yuba City, CA (MSA)",3958
"49740","Yuma, AZ (MSA)",4412
"Legend / Footnotes:"
"Note-- NAICS Industry detail is based on the 2002 North American Industry Classification System (NAICS)."
"Note-- Per capita real GDP statistics for 2001-2011 reflect Census Bureau mid-year population estimates available as of April 2012."
"Last updated: February 22, 2013"
